mileage,engine,max_power,km_driven,transmission,Cluster
21.0,1461.0,64.1,120000,1,1
18.9,1248.0,74.0,47990,1,1
22.3,1248.0,74.0,168000,1,1
25.8,1498.0,98.6,60000,1,1
19.7,796.0,46.3,120000,1,3
20.51,998.0,67.04,5800,1,3
19.0,998.0,66.1,68700,1,3
13.9,1599.0,103.2,108000,1,3
17.0,1497.0,121.36,90000,1,3
16.47,1198.0,73.9,60000,1,3
21.1,814.0,55.2,17000,1,3
20.51,998.0,67.04,5000,1,3
24.3,1248.0,88.5,60000,1,1
26.59,1248.0,74.0,140000,1,1
17.1,1956.0,170.0,15000,1,2
17.0,1198.0,108.5,25000,1,3
16.2,995.0,62.1,50000,1,3
25.44,936.0,56.3,60000,1,1
25.4,624.0,38.0,40000,1,3
19.1,1197.0,85.8,72000,1,3
21.12,1248.0,88.8,195000,1,1
21.1,814.0,55.2,70000,1,3
23.08,1461.0,63.1,83000,1,1
21.1,814.0,55.2,100000,1,3
20.4,1197.0,81.8,25000,1,3
25.2,1248.0,74.0,50000,1,1
20.77,1248.0,88.76,67000,1,1
19.0,998.0,67.1,30000,1,3
23.08,1461.0,63.12,85000,1,1
16.55,2498.0,105.0,25000,1,2
12.8,2494.0,102.0,170000,1,2
14.0,2523.0,75.0,110000,1,2
26.6,998.0,58.16,60000,1,3
22.32,1582.0,126.32,80000,1,1
20.51,998.0,67.04,31000,1,3
24.0,1120.0,70.0,100000,1,1
17.45,1493.0,100.0,130000,1,1
20.51,998.0,67.04,20000,1,3
22.77,1498.0,98.59,60000,1,1
23.4,1248.0,74.0,102996,1,1
22.54,1396.0,88.73,60000,1,1
15.1,2179.0,140.0,129000,1,2
21.2,1248.0,75.0,67000,1,1
13.0,2494.0,142.0,120000,1,2
13.93,2179.0,138.03,120000,1,2
20.5,1248.0,91.72,96500,1,1
18.9,998.0,67.1,52412,1,3
12.05,2179.0,120.0,85472,1,2
22.77,1498.0,98.59,87452,1,1
23.0,1498.0,98.96,17000,1,1
18.9,1061.0,67.0,66530,1,3
18.5,1197.0,82.85,40000,1,3
20.5,1248.0,91.72,96500,1,1
16.8,1497.0,116.3,79000,1,3
18.49,1493.0,100.0,50000,1,1
20.3,1248.0,75.0,60000,1,1
17.57,1193.0,88.7,35000,1,3
20.5,1248.0,91.72,120000,1,1
21.21,1197.0,81.8,10000,2,0
17.19,1197.0,81.86,15000,1,3
30.46,796.0,47.3,70000,1,3
22.74,796.0,47.3,5000,1,3
19.7,796.0,46.3,40000,1,3
18.6,1197.0,81.86,10000,1,3
21.1,814.0,55.2,25000,1,3
17.57,1193.0,88.7,53000,1,3
12.05,2179.0,120.0,110000,1,2
20.07,1461.0,75.0,200000,1,1
17.0,1197.0,110.0,22000,1,3
18.9,998.0,67.1,70000,1,3
25.8,1498.0,98.6,75000,1,1
18.9,998.0,67.1,70000,1,3
15.04,1598.0,103.2,64000,1,3
11.96,1298.0,80.0,60000,1,3
19.7,796.0,46.3,40000,1,3
12.07,2967.0,241.4,110000,2,0
12.05,2179.0,120.0,60000,1,2
22.54,1396.0,88.73,72000,1,1
21.9,1396.0,88.76,70000,1,1
25.44,936.0,57.6,75000,1,1
22.54,1396.0,88.73,32331,1,1
19.67,1582.0,126.2,70000,1,1
23.0,1396.0,90.0,80000,1,1
18.0,995.0,62.0,20000,1,3
16.95,1498.0,97.7,110000,1,3
18.9,1197.0,82.0,40000,1,3
10.75,2694.0,163.7,40000,2,0
18.6,1197.0,81.83,90000,1,3
19.1,1197.0,85.8,50000,1,3
18.5,796.0,53.0,137000,1,3
18.6,1197.0,81.83,60000,1,3
25.2,1248.0,74.0,30000,1,1
19.67,1582.0,126.2,98000,1,1
24.52,1248.0,88.5,50000,1,1
19.09,1396.0,69.0,120000,1,1
18.9,1197.0,81.86,30000,1,3
19.09,1396.0,69.0,120000,1,1
23.84,1199.0,84.0,40000,1,3
18.9,1248.0,74.0,100000,1,3
19.0,1405.0,71.0,90000,1,1
21.9,1396.0,90.0,80000,1,1
21.1,814.0,55.2,120000,1,3
11.18,2696.0,184.0,200000,2,0
17.2,1396.0,53.5,110000,1,1
23.84,1199.0,84.0,38000,1,3
23.84,1199.0,84.0,35000,1,3
20.51,998.0,67.04,70000,1,3
18.9,1248.0,74.0,125000,1,3
21.8,1461.0,78.0,120000,1,1
19.01,1461.0,108.45,110000,1,1
18.4,1248.0,75.0,140000,1,1
11.79,2179.0,120.0,155000,2,0
18.9,1248.0,74.0,120000,1,3
23.08,1461.0,63.1,80000,1,1
13.6,2523.0,63.0,120000,1,2
18.9,998.0,67.1,80000,1,3
25.83,1498.0,99.0,110000,1,1
23.57,1396.0,70.0,230000,1,1
17.88,1396.0,52.8,172000,1,1
18.6,1197.0,81.83,25000,1,3
23.0,1498.0,98.96,35000,1,1
12.05,2179.0,120.0,126000,1,2
25.5,1498.0,98.6,30000,1,1
19.81,1086.0,68.05,97000,1,3
19.08,1582.0,126.2,120000,2,0
23.9,1582.0,126.32,120000,1,1
16.55,2498.0,105.0,80000,1,2
19.3,1248.0,73.9,60000,1,1
19.81,1086.0,68.05,60000,1,3
25.1,1498.0,98.6,60000,1,1
22.9,1248.0,74.0,90000,1,1
19.1,1197.0,82.0,30000,1,3
18.6,1197.0,81.83,35000,1,3
26.59,1248.0,74.0,35000,1,1
16.0,2179.0,140.0,25000,1,2
21.66,1498.0,108.62,40000,1,1
19.67,1582.0,126.2,25000,1,1
18.9,1197.0,82.0,23456,1,3
16.0,2179.0,140.0,39000,1,2
17.5,1199.0,88.7,15000,1,3
23.4,1248.0,74.0,40000,1,1
18.6,1199.0,79.4,70000,1,3
19.1,1197.0,85.8,40000,1,3
12.7,2609.0,120.0,136500,1,2
25.32,1198.0,77.0,70000,1,1
25.1,1498.0,98.6,90000,1,1
16.1,796.0,37.0,32000,1,3
20.51,998.0,67.0,8000,2,0
23.59,1364.0,67.04,170000,1,1
22.74,796.0,47.3,25000,1,3
12.2,1948.0,68.0,120000,1,2
17.8,1248.0,75.0,110000,1,1
16.0,2179.0,140.0,100000,1,2
13.8,1399.0,68.0,115000,1,1
12.7,2609.0,120.0,120000,1,2
20.86,1199.0,75.0,265000,1,1
17.8,1248.0,75.0,90000,1,1
18.2,1199.0,88.7,40000,2,0
13.9,1599.0,103.2,55000,1,3
19.7,796.0,46.3,90000,1,3
20.34,1498.0,103.2,111000,1,1
11.68,2498.0,112.0,120000,1,2
21.4,1197.0,83.1,15000,1,3
22.74,796.0,47.3,30000,1,3
23.95,998.0,67.05,50000,1,3
19.67,1582.0,126.2,40000,1,1
15.3,1396.0,70.0,50000,1,3
23.84,1199.0,84.0,45000,1,3
27.28,1047.0,69.0,35000,1,1
13.93,2179.0,138.0,80000,1,2
11.68,2498.0,112.0,120000,1,2
15.1,2179.0,140.0,90000,1,2
16.5,1493.0,70.0,100000,1,1
19.3,1248.0,73.9,120000,1,1
15.8,1591.0,121.3,15000,1,3
24.7,796.0,47.3,15000,1,3
21.21,1197.0,81.8,15000,2,0
25.83,1498.0,99.0,70000,1,1
22.77,1498.0,98.59,135000,1,1
20.5,1598.0,103.5,80000,1,1
18.1,1991.0,147.9,80000,2,0
18.6,1197.0,81.83,19000,1,3
15.29,1591.0,121.3,42000,1,3
18.9,998.0,67.1,77000,1,3
23.2,1248.0,73.94,120000,1,1
19.56,1197.0,81.8,10000,2,0
16.5,995.0,63.0,110000,1,3
15.0,1586.0,104.68,110000,1,3
23.57,1396.0,70.0,90000,1,1
15.29,1591.0,121.3,90000,1,3
22.54,1396.0,88.73,50000,1,1
25.44,936.0,56.3,50000,1,1
22.74,796.0,47.3,40000,1,3
22.3,1248.0,74.0,120000,1,1
23.84,1199.0,84.0,40000,1,3
16.1,796.0,37.0,62000,1,3
17.0,1591.0,121.3,10000,1,3
25.1,1498.0,98.6,160000,1,1
17.0,1197.0,80.0,60000,1,3
13.6,2523.0,63.0,110000,1,2
18.9,998.0,67.1,60000,1,3
11.68,2498.0,112.0,78000,1,2
20.3,1086.0,68.0,30000,1,3
23.0,1498.0,98.96,20000,1,1
22.0,1197.0,81.8,21000,1,3
22.9,1248.0,74.0,70000,1,1
18.9,1197.0,82.0,70000,2,0
19.7,796.0,46.3,42500,1,3
20.36,1197.0,78.9,25000,1,3
13.7,2197.0,138.1,80000,1,2
12.7,2609.0,116.6,90000,1,2
22.07,1199.0,73.9,80000,1,1
15.96,2523.0,62.1,146000,1,2
16.1,796.0,37.0,47200,1,3
15.1,2179.0,152.87,60000,1,2
15.3,1193.0,65.3,100000,1,3
14.8,2499.0,80.0,100000,1,2
15.3,2956.0,83.8,120000,1,2
12.5,1794.0,132.0,80000,1,1
23.01,999.0,67.0,34000,1,3
19.87,1461.0,83.8,50000,1,1
19.61,1405.0,70.0,100000,1,1
13.9,1599.0,103.2,52000,1,3
20.77,1248.0,88.76,110000,1,1
18.6,1197.0,81.83,70000,1,3
14.0,2523.0,83.0,120000,1,2
13.8,2999.0,174.57,10000,2,0
23.0,1498.0,98.96,30000,1,1
20.4,1194.0,94.93,15000,1,3
18.0,1497.0,117.6,5000,2,0
23.0,1498.0,98.96,40000,1,1
13.96,1451.0,141.0,16500,2,0
20.77,1248.0,88.76,110000,1,1
22.9,1248.0,74.0,72000,1,1
27.39,1248.0,74.0,60000,1,1
14.07,2956.0,83.1,120000,1,2
14.8,1998.0,68.0,100000,1,2
18.9,1248.0,74.0,120000,1,1
25.01,1498.0,89.75,80000,1,1
24.4,1120.0,71.0,120000,1,1
20.89,1197.0,81.8,30000,1,3
19.1,1405.0,70.0,110000,1,1
12.8,2494.0,102.0,219000,1,2
24.7,796.0,47.3,80000,1,3
28.09,1248.0,88.5,80000,1,1
20.85,1197.0,83.14,35000,1,3
22.3,1248.0,88.8,167000,1,1
19.67,1582.0,126.2,94000,1,1
17.92,1086.0,62.1,80000,1,3
16.1,796.0,37.0,100000,1,3
13.8,1299.0,70.0,90000,1,3
12.99,2494.0,100.0,246000,1,2
21.4,1197.0,83.1,10000,1,3
19.09,1405.0,69.01,90000,1,1
20.3,1199.0,83.81,5200,1,3
17.3,993.0,60.0,120000,1,3
22.9,1248.0,74.0,90000,1,1
18.0,1497.0,117.3,50000,2,0
18.9,1197.0,81.86,5000,1,3
18.15,1198.0,82.0,10500,1,3
19.6,1461.0,108.45,26000,1,1
11.79,2179.0,120.0,139000,2,0
15.1,2179.0,140.0,60000,1,2
11.7,1796.0,178.0,40000,1,1
15.85,1499.0,110.4,25000,1,3
14.53,1798.0,138.0,60000,1,1
15.85,1499.0,110.4,25000,1,3
17.5,1298.0,85.8,15000,1,3
19.3,1248.0,73.9,110000,1,1
18.9,1248.0,74.0,70000,1,3
19.3,1248.0,73.9,100000,1,1
17.8,1086.0,63.0,120000,1,3
12.3,1781.0,163.2,55000,2,0
15.0,1586.0,104.68,120000,1,3
18.2,1061.0,64.0,35000,1,3
24.7,796.0,47.3,13000,1,3
26.59,1248.0,74.0,50000,1,1
20.36,1197.0,78.9,40000,1,3
17.19,1197.0,81.86,25000,1,3
15.37,1196.0,73.0,110000,1,3
23.87,1197.0,88.5,5000,1,3
16.1,796.0,37.0,50000,1,3
18.9,1197.0,82.0,80000,1,3
12.99,2494.0,100.0,225000,1,2
17.3,1061.0,64.0,100000,1,3
19.81,1086.0,68.05,93331,1,3
13.5,2179.0,115.0,120000,1,2
19.01,1461.0,108.5,70000,1,1
15.96,2523.0,63.0,100000,1,2
13.1,1493.0,82.0,90000,1,1
15.04,2755.0,174.5,90000,2,0
18.9,1248.0,74.0,184000,1,3
21.21,1197.0,81.8,6500,2,0
11.96,1298.0,80.0,80000,1,3
12.05,2179.0,120.0,100000,1,2
23.59,1364.0,67.05,120000,1,1
21.1,814.0,55.2,120000,1,3
13.1,1598.0,77.0,110000,1,3
18.7,1896.0,66.0,150000,1,1
16.1,1405.0,70.0,120000,1,1
15.26,2143.0,203.2,100000,2,0
15.3,2956.0,83.83,63000,1,2
17.9,2143.0,136.0,40000,2,0
22.7,1498.0,89.84,109000,1,1
25.2,1248.0,73.94,114000,1,1
14.7,1798.0,177.5,33000,2,0
24.0,1120.0,70.0,160000,1,1
21.9,1396.0,88.76,101000,1,1
22.27,1498.0,108.6,5400,1,1
16.38,1995.0,183.0,45000,2,0
24.04,999.0,67.0,31000,2,0
23.01,999.0,67.0,31000,1,3
20.52,1197.0,81.8,55000,1,3
21.9,624.0,37.48,55000,2,0
22.32,1582.0,126.32,117000,1,1
19.62,1995.0,187.74,102000,2,0
17.42,1968.0,175.0,108000,2,0
20.52,1197.0,81.8,75000,1,3
10.0,2148.0,170.0,74000,2,0
24.4,1499.0,98.96,158000,1,1
21.5,1497.0,108.5,10000,2,0
17.6,2179.0,147.94,53000,1,2
16.3,1956.0,170.0,20000,1,2
18.24,999.0,108.6,5000,1,3
19.1,1197.0,85.8,30000,1,3
19.7,796.0,46.3,64000,1,3
18.16,1196.0,86.8,10500,1,3
19.7,796.0,46.3,50000,1,3
20.5,1598.0,103.5,60000,1,1
21.14,1498.0,103.52,35000,1,1
13.93,2179.0,138.03,135000,1,2
12.05,2179.0,120.0,70000,1,2
24.3,1248.0,88.5,80000,1,1
21.63,998.0,67.0,25000,1,3
18.6,1197.0,81.83,5000,1,3
17.92,1086.0,62.1,80000,1,3
12.05,2179.0,120.0,120000,1,2
18.9,1248.0,74.0,167000,1,3
20.51,998.0,67.04,10000,1,3
22.1,1248.0,76.9,68000,1,1
22.74,796.0,47.3,35000,1,3
15.3,1193.0,65.3,50000,1,3
18.9,1248.0,74.0,80000,1,1
18.9,1248.0,74.0,60898,1,3
25.1,1248.0,88.5,29700,1,1
18.6,1368.0,98.63,20000,2,0
24.7,796.0,47.3,20000,1,3
24.52,1248.0,88.5,40000,1,1
22.9,1248.0,74.0,90000,1,1
16.02,1373.0,93.7,90000,1,3
15.96,2523.0,62.1,80000,1,2
18.9,998.0,67.1,60000,1,3
23.4,1248.0,74.0,56000,1,1
14.0,2523.0,75.0,50000,1,2
14.0,2523.0,75.0,50000,1,2
13.7,1948.0,68.0,74000,1,2
19.01,1461.0,108.45,123000,1,1
18.9,1248.0,74.0,60000,1,3
19.7,796.0,46.3,54000,1,3
15.64,1193.0,64.1,50000,1,3
18.9,1197.0,82.0,80000,1,3
19.02,1198.0,67.05,10000,1,3
20.3,1086.0,68.0,10000,2,0
23.0,1498.0,98.96,40000,1,1
16.5,1493.0,70.0,120000,1,1
15.96,2523.0,62.1,45000,1,2
28.4,1248.0,74.02,35000,1,1
22.54,1396.0,88.73,60000,1,1
17.01,1499.0,110.4,40000,2,0
15.5,1586.0,103.3,80000,1,3
23.0,1498.0,98.96,37000,1,1
21.4,1197.0,83.1,22000,1,3
22.54,1396.0,88.73,60000,1,1
20.51,998.0,67.04,57000,1,3
20.73,1373.0,91.1,27000,1,3
18.0,995.0,62.0,70000,1,3
20.92,998.0,67.1,40000,1,3
23.1,998.0,67.04,60000,1,3
16.55,2498.0,105.0,35000,1,2
15.4,1997.0,120.0,70000,1,2
21.1,814.0,55.2,43000,1,3
15.0,1368.0,90.0,110000,1,3
15.7,1172.0,67.0,100000,1,3
20.4,1197.0,81.8,64000,1,3
19.87,1461.0,83.8,96000,1,1
20.46,1461.0,83.8,96000,1,1
21.63,998.0,67.0,7600,1,3
21.63,998.0,67.0,7000,1,3
17.0,1405.0,70.0,120000,1,1
22.95,1248.0,74.0,50000,1,1
24.4,1120.0,71.0,50000,1,1
23.0,1248.0,88.7,80000,1,1
13.1,1493.0,82.0,200000,1,1
12.99,2494.0,100.6,190000,1,2
20.51,998.0,67.04,34000,1,3
16.47,1198.0,73.9,80000,1,3
15.9,1527.0,57.0,20000,1,1
15.3,2956.0,83.8,70000,1,2
22.32,1582.0,126.32,29340,1,1
20.0,1399.0,68.0,120000,1,1
12.8,2494.0,102.0,200000,1,2
19.81,1086.0,68.05,70000,1,3
12.99,2494.0,100.6,80800,1,2
18.7,1199.0,88.7,24265,1,3
23.4,1248.0,74.0,81000,1,1
19.98,1461.0,108.5,240000,1,1
19.1,1197.0,85.8,35000,1,3
25.17,799.0,53.3,15000,1,3
25.44,936.0,57.6,49000,1,1
13.68,2393.0,147.8,56900,1,2
25.2,1248.0,74.0,70000,1,1
19.3,1248.0,73.9,180000,1,1
19.0,998.0,66.1,50000,1,3
13.2,1495.0,94.0,50000,1,3
23.2,1248.0,73.94,88200,1,1
16.1,1197.0,85.0,93000,1,3
25.8,1498.0,98.6,120000,1,1
17.8,1399.0,68.0,110000,1,1
23.95,998.0,67.05,40000,1,3
17.0,1497.0,118.0,120000,1,3
18.9,1248.0,74.0,100000,1,3
24.3,1248.0,88.5,10000,1,1
20.3,1248.0,92.0,70000,1,1
19.2,1086.0,68.05,60000,1,3
28.09,1248.0,88.5,90000,1,1
24.3,1248.0,88.5,90000,1,1
22.74,796.0,47.3,35000,1,3
17.92,1086.0,62.1,40000,1,3
23.03,1396.0,69.0,80000,1,1
15.5,1586.0,103.3,99000,1,3
21.21,1197.0,81.8,7500,2,0
23.9,624.0,37.48,60000,1,3
21.1,814.0,55.2,40800,1,3
17.57,1193.0,88.7,70000,1,3
18.15,1198.0,82.0,100000,1,3
22.0,1197.0,81.8,8588,1,3
25.6,1498.0,97.9,40000,1,1
25.83,1498.0,99.0,60000,1,1
15.9,1298.0,85.0,80000,1,3
26.0,1498.0,98.6,110000,1,1
23.59,1364.0,67.05,150000,1,1
12.8,2494.0,102.0,120000,1,2
23.95,998.0,67.05,30000,1,3
16.1,796.0,37.0,70000,1,3
19.81,1086.0,68.05,50000,1,3
12.8,2494.0,102.0,305000,1,2
18.9,1248.0,74.0,158500,1,1
11.57,2179.0,138.1,212000,1,2
24.52,1248.0,88.5,35000,1,1
21.03,1461.0,65.0,22000,1,1
10.71,1948.0,90.0,50000,1,2
25.5,1498.0,98.6,70000,1,1
24.0,1120.0,70.0,56000,1,1
22.95,1248.0,74.0,50000,1,1
21.14,1498.0,103.52,120000,1,1
12.8,2494.0,102.0,120000,1,2
25.5,1498.0,98.6,70000,1,1
11.57,2179.0,138.1,120000,1,2
25.0,1396.0,69.0,90000,1,1
25.1,1248.0,88.5,70000,1,1
20.77,1248.0,88.76,120000,1,1
25.8,1498.0,98.6,70000,1,1
18.9,998.0,67.1,80000,1,3
18.49,1493.0,100.0,100000,1,1
13.68,2393.0,147.8,157000,1,2
26.59,1248.0,74.0,50000,1,1
23.2,1248.0,73.94,90000,1,1
14.6,2231.0,184.0,65000,1,2
27.3,1498.0,98.6,50000,1,1
26.59,1248.0,74.0,110000,1,1
23.1,998.0,67.04,30000,1,3
22.32,1582.0,126.32,80000,1,1
16.02,1373.0,93.7,70000,1,3
21.38,1396.0,88.7,100000,1,1
17.4,1497.0,117.3,120000,1,3
21.1,1248.0,73.9,85000,1,1
21.0,1199.0,75.0,110000,1,1
24.0,1120.0,70.0,60000,1,1
24.0,1120.0,70.0,90000,1,1
20.92,998.0,67.1,110000,1,3
20.3,998.0,68.05,25000,1,3
20.54,1598.0,103.6,100000,1,1
20.0,1399.0,68.0,120000,1,1
20.54,1598.0,103.6,90000,1,1
17.4,1497.0,117.6,35000,1,3
17.8,1497.0,117.3,35000,1,3
15.3,2956.0,83.83,101200,1,2
12.8,1396.0,85.0,90000,1,3
26.59,1248.0,74.0,76000,1,1
16.1,1405.0,70.0,60000,1,1
16.0,2179.0,140.0,90000,1,2
15.96,2523.0,62.1,80000,1,2
11.57,2179.0,138.1,179150,1,2
16.1,796.0,37.0,62000,1,3
17.5,1197.0,85.8,160000,1,3
28.4,1248.0,74.02,35000,1,1
16.0,2179.0,140.0,120000,2,0
25.8,1498.0,98.6,50000,1,1
19.3,1248.0,73.9,70000,1,1
22.9,1248.0,74.0,97000,1,1
19.3,1248.0,73.9,90000,1,1
15.1,2179.0,140.0,84487,1,2
12.8,2494.0,102.0,100000,1,2
19.7,796.0,46.3,60000,1,3
15.0,1586.0,104.68,110000,1,3
12.8,2494.0,102.0,264000,1,2
14.0,2498.0,112.0,146000,1,2
23.4,1248.0,74.0,70000,1,1
24.3,1248.0,88.5,51146,1,1
21.1,1197.0,85.8,40000,1,3
24.3,1248.0,88.5,50000,1,1
20.14,1498.0,88.8,80000,1,1
18.9,998.0,67.1,120000,1,3
24.7,796.0,47.3,23000,1,3
20.92,998.0,67.1,70000,1,3
28.4,1248.0,74.0,23000,1,1
20.51,998.0,67.04,30000,1,3
19.0,1248.0,90.0,50000,1,1
16.8,796.0,34.2,40000,1,3
22.74,796.0,47.3,50000,1,3
16.1,796.0,37.0,60000,1,3
19.4,1405.0,70.0,80000,1,1
21.12,1248.0,88.8,150000,1,1
19.0,1197.0,85.8,40000,1,3
16.8,1497.0,118.0,25000,2,0
17.0,2650.0,80.84,120000,1,2
15.1,2179.0,140.0,120000,1,2
13.1,2499.0,141.0,298000,1,2
14.07,2956.0,68.4,270000,1,2
24.3,1248.0,88.5,50000,2,0
19.3,1248.0,73.9,120000,1,1
20.77,1248.0,88.8,60000,1,1
19.3,1248.0,73.9,149000,1,1
20.3,1086.0,68.0,5000,1,3
19.4,1405.0,70.0,70000,1,1
20.36,1197.0,78.9,55000,1,3
27.28,1047.0,69.0,100000,1,1
15.96,2523.0,62.1,120000,1,2
14.0,2179.0,138.1,291977,1,2
11.1,2354.0,158.8,85000,1,1
17.19,1197.0,81.86,70000,1,3
13.1,2499.0,141.0,120000,1,2
22.77,1498.0,98.59,40000,1,1
15.4,1997.0,120.0,70000,1,2
19.59,1995.0,187.74,39000,2,0
18.12,1995.0,190.0,10000,2,0
20.14,1498.0,88.0,36800,1,1
26.59,1248.0,74.0,52200,1,1
24.0,1186.0,73.97,78000,1,1
17.0,1956.0,167.67,16000,1,2
15.73,1968.0,174.33,30000,2,0
24.0,1186.0,73.97,29000,1,1
16.3,1956.0,170.63,25000,1,2
15.1,2179.0,140.0,60000,1,2
12.55,2982.0,168.5,60000,2,0
15.4,1997.0,120.0,112000,1,2
18.25,1968.0,187.74,15000,2,0
18.49,1493.0,100.0,40000,1,1
28.09,1248.0,88.5,36000,1,1
21.79,998.0,67.05,60000,1,3
11.1,2354.0,158.8,120000,1,1
24.7,796.0,47.3,48000,1,3
20.14,1498.0,88.0,40000,1,1
28.09,1248.0,88.5,60000,1,1
17.01,1591.0,121.3,25000,1,3
23.95,998.0,67.05,42000,1,3
10.93,2497.0,204.0,35000,2,0
18.49,1493.0,100.0,90000,2,0
21.1,1248.0,73.9,90000,1,1
23.08,1461.0,63.12,110000,1,1
19.3,1248.0,73.9,70000,1,1
22.32,1582.0,126.32,80000,1,1
25.2,1248.0,74.0,70000,1,1
21.19,1396.0,88.73,80000,1,1
19.01,1461.0,108.45,90000,1,1
17.2,1396.0,53.5,90000,1,1
21.43,1364.0,87.2,120000,1,1
18.9,1248.0,74.0,107500,1,1
11.36,2755.0,171.5,62000,2,0
19.67,1582.0,126.2,79000,1,1
13.68,2393.0,147.8,60000,1,2
12.55,2982.0,168.5,20000,1,2
16.1,1405.0,70.0,248200,1,1
10.5,2179.0,120.0,110000,1,2
19.3,1248.0,73.9,100000,1,1
16.2,1493.0,110.0,70000,1,1
12.8,1995.0,52.0,100000,1,2
24.52,1248.0,88.5,50000,1,1
20.77,1248.0,88.76,139000,1,1
13.1,1781.0,149.5,120000,1,1
16.7,1172.0,64.1,35000,1,3
20.0,999.0,71.0,7720,1,3
15.1,2179.0,140.0,50000,1,2
20.8,1527.0,58.0,60000,1,1
20.8,1461.0,64.1,100000,1,1
18.6,1197.0,81.83,57882,1,3
14.1,2179.0,147.94,142000,1,2
14.1,2179.0,147.94,140000,1,2
15.96,2523.0,62.1,30000,1,2
19.83,1198.0,67.0,10000,1,3
23.1,998.0,67.04,30000,1,3
19.09,1396.0,69.0,90000,1,1
15.37,1196.0,73.0,35000,1,3
18.9,1248.0,74.0,25000,1,3
20.3,1086.0,68.0,5000,1,3
21.02,1248.0,88.8,50000,1,1
23.03,1396.0,69.0,80000,1,1
12.8,2494.0,102.0,242000,1,2
17.09,2993.0,261.4,22000,2,0
28.4,1248.0,74.02,30000,2,0
18.6,1197.0,81.83,9000,1,3
17.5,1199.0,88.7,30000,1,3
21.76,1995.0,188.0,60000,2,0
13.68,2393.0,147.51,27000,1,2
25.5,1498.0,98.6,39000,1,1
16.05,1499.0,110.4,64000,2,0
23.0,1498.0,98.96,42000,1,1
18.5,1198.0,86.8,45000,1,3
17.0,1956.0,167.67,15000,1,2
18.49,1493.0,100.0,55000,1,1
11.4,2953.0,153.86,64000,2,0
17.09,2993.0,261.4,27000,2,0
20.28,1462.0,103.25,15000,2,0
17.2,1197.0,103.6,69000,2,0
22.0,1197.0,81.8,80000,1,3
22.77,1498.0,98.59,60000,1,1
22.32,1582.0,126.32,70000,1,1
13.22,2967.0,241.4,105000,2,0
22.95,1248.0,74.0,100000,1,1
15.96,2523.0,62.1,100000,1,2
19.7,796.0,46.3,90000,1,3
17.6,2179.0,153.86,35000,1,2
18.49,1493.0,100.0,11500,1,1
18.49,1493.0,100.0,40000,2,0
23.01,999.0,67.0,50000,1,3
18.9,1197.0,82.0,55380,1,3
14.74,2993.0,270.9,13500,2,0
17.0,1198.0,73.75,18816,1,3
13.68,2393.0,147.8,33019,1,2
15.6,1497.0,116.3,18000,2,0
28.09,1248.0,88.5,47747,1,1
12.99,2494.0,100.0,70000,1,2
17.88,1405.0,48.21,60000,1,1
17.3,993.0,60.0,80000,1,3
18.6,1197.0,81.83,45900,1,3
25.8,1498.0,98.6,70000,1,1
19.7,796.0,46.3,40000,1,3
12.05,2179.0,120.0,90000,1,2
19.7,796.0,46.3,105000,1,3
22.54,1396.0,88.76,30000,1,1
18.9,998.0,67.1,20000,1,3
20.36,1197.0,78.9,80000,1,3
18.9,998.0,67.1,90000,1,3
18.0,995.0,62.0,80000,1,3
16.1,796.0,37.0,120000,1,3
21.9,1498.0,98.6,50000,1,1
24.4,1120.0,71.0,80000,1,1
11.57,2179.0,138.1,120000,1,2
22.9,1248.0,74.0,70000,1,1
25.32,1198.0,77.0,130000,1,1
21.04,1461.0,83.8,50000,1,1
23.0,1498.0,98.96,80000,1,1
22.9,1248.0,74.0,120000,1,1
18.15,1198.0,82.0,59000,1,3
18.2,1248.0,73.8,100000,1,1
11.0,2359.0,165.0,50000,2,0
25.17,799.0,53.3,45000,1,3
19.3,1248.0,73.9,80000,1,1
18.9,1061.0,67.0,80000,1,3
24.3,1248.0,88.5,100000,1,1
13.68,2393.0,147.8,24000,1,2
25.1,1248.0,88.5,25000,1,1
21.1,814.0,55.2,68697,1,3
25.2,1248.0,74.0,30000,1,1
25.8,1498.0,98.6,40000,1,1
16.5,1172.0,65.0,29000,1,3
25.44,936.0,57.6,68000,1,1
18.1,1199.0,88.7,15000,2,0
23.2,1248.0,73.94,70000,1,1
21.43,1364.0,87.2,126000,1,1
12.8,2494.0,102.0,300000,1,2
24.5,1498.0,98.6,94000,1,1
21.43,1364.0,87.2,129000,1,1
19.81,1086.0,68.05,55000,1,3
23.0,1498.0,98.96,40000,1,1
21.12,1248.0,88.8,50000,1,1
18.6,1197.0,81.83,25000,1,3
13.4,1794.0,125.0,60000,1,1
22.74,796.0,47.3,25000,1,3
23.57,1396.0,70.0,70000,1,1
23.4,1248.0,74.0,120000,1,1
18.9,1248.0,74.0,153000,1,1
24.3,1248.0,88.5,35000,1,1
14.1,2179.0,148.0,60000,1,2
13.0,1343.0,90.0,62000,1,3
16.25,1198.0,73.9,120000,1,3
15.42,1405.0,70.0,120000,1,1
22.54,1396.0,88.73,80000,1,1
22.54,1396.0,88.73,80000,1,1
16.73,1995.0,218.0,60000,2,0
20.92,998.0,67.1,80000,1,3
17.0,2200.0,139.01,147279,1,2
20.5,1598.0,103.5,98000,1,1
28.4,1248.0,74.02,25000,1,1
